Kingdom	Phylum	Class	Order	Family	Genus
Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Xenasmatella
Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Lecanoraceae	Lecidella
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Alfaria
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycenella
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Neoleptosphaeria
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Spegazzinia
Fungi	Ascomycota	Lecanoromycetes	Caliciales	Caliciaceae	Buellia
Fungi	Fungi_phy_Incertae_sedis	Fungi_cls_Incertae_sedis	Fungi_ord_Incertae_sedis	Fungi_fam_Incertae_sedis	Sulcispora
Fungi	Basidiomycota	Agaricomycetes	Gomphales	Lentariaceae	Kavinia
Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium
Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Fusicladium
Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Phaeophyscia
Fungi	Ascomycota	Lecanoromycetes	Caliciales	Physciaceae	Hyperphyscia
Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Microcyclospora
Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	NA	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ophionectria
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Mycoacia
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Phaeomarasmius
Fungi	Ascomycota	Laboulbeniomycetes	Pyxidiophorales	Pyxidiophoraceae	Pyxidiophora
Fungi	Ascomycota	Eurotiomycetes	Phaeomoniellales	NA	NA
Fungi	Basidiomycota	Agaricomycetes	Atheliales	Tylosporaceae	NA
Fungi	Ascomycota	Sordariomycetes	Microascales	NA	NA
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	NA
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Schizoparmaceae	NA
Fungi	Ascomycota	Sareomycetes	Sareales	Sareaceae	Sarea
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia
Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	NA
Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	NA
Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Helicosporium
Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Hymenula
Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiales_fam_Incertae_sedis	Halokirschsteiniothelia
Fungi	Mucoromycota	Mucoromycetes	Mucorales	Lichtheimiaceae	Thermomucor
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Stropharia
Fungi	Ascomycota	Lecanoromycetes	Ostropales	Stictidaceae	Schizoxylon
Fungi	Ascomycota	Dothideomycetes	Myriangiales	Myriangiaceae	Myriangium
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenastraceae	Mycenastrum
Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Phomopsis
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Sphaerellopsis
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Holocotylon
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Achroiostachys
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Cordyceps
Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	NA
Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Acremoniopsis
Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Bankeraceae	Sarcodon
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricales_fam_Incertae_sedis	Granulobasidium
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetales_fam_Incertae_sedis	Contumyces
Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Bacidia
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Crinipellis
Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Xanthocarpia
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Podoscyphaceae	Hypochnicium
Fungi	Ascomycota	Pezizomycetes	Pezizales	Morchellaceae	Verpa
Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Hymenochaete
Fungi	Ascomycota	Pezizomycetes	Pezizales	Rhizinaceae	Rhizina
Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Parmelia
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Leptoporus
Fungi	Ascomycota	Lecanoromycetes	Acarosporales	Acarosporaceae	Acarospora
Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pseudopeziza
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	NA
Fungi	Ascomycota	Pezizomycetes	Pezizales	Sarcoscyphaceae	Desmazierella
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Aurantiporus
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Pleospora
Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Neptunomyces
Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Gymnopilus
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Obba
Fungi	Mucoromycota	Endogonomycetes	Endogonales	NA	NA
Fungi	Ascomycota	Leotiomycetes	Helotiales	Leotiaceae	Gorgomyces
Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Acanthophysium
